ENCODED_MCT,ds,yhat,yhat_lower,yhat_upper
02FE4FD151,2024-10-01,0.18724776014841168,0.11791187292427387,0.2611624886185044
02FE4FD151,2024-11-01,0.21574921930532187,0.1455396058645905,0.28555181868665824
02FE4FD151,2024-12-01,0.2793040134383171,0.208345446040411,0.35362795081993725
035ADB2AA8,2024-10-01,1.0444859121198984,0.9965957206216314,1.05
035ADB2AA8,2024-11-01,1.0359774775524004,0.9882873751051149,1.05
035ADB2AA8,2024-12-01,1.0170874652876438,0.9697517803239699,1.05
036B3FD49B,2024-10-01,0.7321075792963279,0.6795029930415569,0.7883223373398939
036B3FD49B,2024-11-01,0.7902880469077332,0.7346776183382261,0.8476981378559738
036B3FD49B,2024-12-01,0.7875690551813751,0.734627491124123,0.8453140920236115
03BE2D577F,2024-10-01,0.2983550096094004,0.14413221591979802,0.44531590926216896
03BE2D577F,2024-11-01,0.28276000828020975,0.12884726419040907,0.43830899132616813
03BE2D577F,2024-12-01,0.2681676458309609,0.10904131560155138,0.43181597480569595
0487117D58,2024-10-01,0.3089219255701562,0.250961882538362,0.3638337106210248
0487117D58,2024-11-01,0.3801587044160458,0.3249118677267217,0.44298142363360304
0487117D58,2024-12-01,0.5388502261732763,0.4795358497712161,0.5970020916552727
055A2785B9,2024-10-01,0.5831913256782983,0.5831913256710193,0.583191325685779
055A2785B9,2024-11-01,0.5835006637941215,0.5832237730893974,0.5837810978909879
055A2785B9,2024-12-01,0.5832051596005388,0.5823418957862424,0.5840875577792258
05EE42C739,2024-10-01,0.31345113326717433,0.26165111140831093,0.37070739882240294
05EE42C739,2024-11-01,0.328530218781165,0.26863461795759314,0.38715308071002624
05EE42C739,2024-12-01,0.32092165134229955,0.261223792407157,0.37268991417122255
06A87DAA45,2024-10-01,0.9581646175962366,0.7529651424050964,1.05
06A87DAA45,2024-11-01,0.9829934488074175,0.7498960045733318,1.05
06A87DAA45,2024-12-01,0.9242801142025477,0.7049750606524554,1.05
085F6E716F,2024-10-01,0.6868424110783493,0.6230160227831494,0.7635518732966514
085F6E716F,2024-11-01,0.6776828654513758,0.6073722729478043,0.748047971853937
085F6E716F,2024-12-01,0.6687209752421006,0.5976481772941258,0.7452563431761796
08A8D396B4,2024-10-01,0.375109361234388,0.31638591545777167,0.4313362438579432
08A8D396B4,2024-11-01,0.45092680052554635,0.39580821650513065,0.5067075919645488
08A8D396B4,2024-12-01,0.5274688111076847,0.4676034446216151,0.5808468785068082
08D893CAA8,2024-10-01,0.7499339646798189,0.7489751603295276,0.7509089135485778
08D893CAA8,2024-11-01,0.7499225228786389,0.7489926559423601,0.7508248129389762
08D893CAA8,2024-12-01,0.7499114499186414,0.7489339313656898,0.7508328172568588
0961D33241,2024-10-01,0.8078034257330362,0.7734801753409314,0.8446762120431635
0961D33241,2024-11-01,0.7703625398325017,0.7355714086253119,0.8045471294532767
0961D33241,2024-12-01,0.7667187291120264,0.7307223085665601,0.8016987694210056
09A5C8DB83,2024-10-01,0.5831913256782983,0.5831913256709279,0.5831913256853403
09A5C8DB83,2024-11-01,0.5835006637941215,0.5832211225152925,0.5837864585195122
09A5C8DB83,2024-12-01,0.5832051596005388,0.5823233095077065,0.5840952097752325
0AD9FBF8D6,2024-10-01,0.5237992237777314,0.4761856284613605,0.5726702967508314
0AD9FBF8D6,2024-11-01,0.5452007268144459,0.4991380985552099,0.5954043947823524
0AD9FBF8D6,2024-12-01,0.5395179252905533,0.4914843749916702,0.5866263693640194
0AF7BD60A5,2024-10-01,0.7502486911279873,0.7502486869875391,0.7502486949088164
0AF7BD60A5,2024-11-01,0.7504860812202049,0.7500252974365607,0.7509425628109904
0AF7BD60A5,2024-12-01,0.7495165080227462,0.747951165397063,0.7510984355765529
0C02E54954,2024-10-01,0.6041818090445417,0.5500890807589565,0.6570647958120747
0C02E54954,2024-11-01,0.6208350511156142,0.5683037095453043,0.6782543948028583
0C02E54954,2024-12-01,0.6650495831773048,0.6112676599750011,0.7151334085303604
0C074FD60A,2024-10-01,0.37706874150006403,0.30632264438707346,0.4461033636900672
0C074FD60A,2024-11-01,0.3587558231985059,0.28740108289486993,0.42674053816748675
0C074FD60A,2024-12-01,0.34145112863191657,0.27397468579495543,0.4104937845198966
0C1B547B6E,2024-10-01,0.350468061615712,0.3194735277968614,0.3837057137028827
0C1B547B6E,2024-11-01,0.3822840745487841,0.3491012542982526,0.41505266060419527
0C1B547B6E,2024-12-01,0.4399496251933191,0.4070216688883961,0.47459211094963305
0C8BE8ECAD,2024-10-01,0.7058207144886632,0.6362226911474663,0.780092782682382
0C8BE8ECAD,2024-11-01,0.6561666322130667,0.5870182781229625,0.7299355910078191
0C8BE8ECAD,2024-12-01,0.7009508352104148,0.6261297508675923,0.7734202733717763
0C9C887E27,2024-10-01,0.43831511948117974,0.35346452057114036,0.5277644154965718
0C9C887E27,2024-11-01,0.4133405170260961,0.3184018232287135,0.4979918064307388
0C9C887E27,2024-12-01,0.38966401743827805,0.29686861536242465,0.4762849327452954
0CB94CB82A,2024-10-01,0.5121235627938197,0.45602376112121695,0.564118044640925
0CB94CB82A,2024-11-01,0.45290845606218433,0.39894031733535085,0.5090255165028725
0CB94CB82A,2024-12-01,0.46429343769330844,0.41386918090844865,0.5189115767403634
0DE3499749,2024-10-01,0.7326048695667395,0.6964146458171926,0.7665961241893389
0DE3499749,2024-11-01,0.7773913400322369,0.7405161263416928,0.8124214375382298
0DE3499749,2024-12-01,0.7880792998779566,0.7457419877838893,0.8262814923913775
0E47B24887,2024-10-01,0.6484010912786079,0.5971303472978652,0.7015920343530799
0E47B24887,2024-11-01,0.6336182205112009,0.5817174584658348,0.6884991065550141
0E47B24887,2024-12-01,0.6130275229240526,0.5595431882601187,0.6684252548805235
0E614A7B1A,2024-10-01,0.5952537113238551,0.5276677280205053,0.6623977647719314
0E614A7B1A,2024-11-01,0.5971289603351306,0.5255490191720739,0.6629478893568118
0E614A7B1A,2024-12-01,0.6502488985247284,0.5859602702091186,0.7118594728911525
0E7F1F5130,2024-10-01,0.34214833486032986,0.2927793385746021,0.39669121566062915
0E7F1F5130,2024-11-01,0.3679989391351235,0.3158427337384932,0.4220466026522574
0E7F1F5130,2024-12-01,0.4605865395248786,0.4065677147268133,0.5111369617601884
0EE4BD7D7A,2024-10-01,0.569001056629154,0.49667456533336,0.6356661124435736
0EE4BD7D7A,2024-11-01,0.6123522651848874,0.5408037693849987,0.6830322835526539
0EE4BD7D7A,2024-12-01,0.6294085072107733,0.5546969617312011,0.703118802523952
0F646F50F7,2024-10-01,0.5296925797053899,0.43809143684865876,0.6185097033635636
0F646F50F7,2024-11-01,0.5969090747886165,0.5124557821206541,0.68669514231053
0F646F50F7,2024-12-01,0.5848145572227617,0.49164584989216875,0.6798523292706258
0FA542A8DB,2024-10-01,0.891883548308375,0.786070633763693,0.9954302610456162
0FA542A8DB,2024-11-01,0.8722901999069623,0.7778890286918293,0.974379803504589
0FA542A8DB,2024-12-01,0.8688780395491033,0.7665844883568987,0.9757277451299528
1.71E+17,2024-10-01,0.7502486911279873,0.750248687165349,0.7502486950184494
1.71E+17,2024-11-01,0.7504860812202049,0.750045723825622,0.7509576394539682
1.71E+17,2024-12-01,0.7495165080227462,0.748081547240052,0.7510307027687182
11191365FD,2024-10-01,0.9540591863198563,0.8892905803841947,1.0179515215278803
11191365FD,2024-11-01,0.9478030185339292,0.8819374823263594,1.0138521154966686
11191365FD,2024-12-01,0.9549231445353087,0.894542296657958,1.0233713887486424
120283327E,2024-10-01,0.7803053445794155,0.7400473148222593,0.8212382256935625
120283327E,2024-11-01,0.7708982490772298,0.7322407336631149,0.8097171053573474
120283327E,2024-12-01,0.7686901964087721,0.7312126748559571,0.8040669603438347
12A28908F1,2024-10-01,0.49892061954125483,0.2918236980095351,0.6855126576096461
12A28908F1,2024-11-01,0.5013176995079618,0.30232568776894225,0.715870830422946
12A28908F1,2024-12-01,0.5036383977945016,0.30508971601738116,0.7141344791310692
132078A4FE,2024-09-01,0.5829995420662175,0.5829628921698786,0.5830358020309977
132078A4FE,2024-10-01,0.5829995392820304,0.5829590864658092,0.5830408908860187
132078A4FE,2024-11-01,0.5829995364050372,0.5829420701954371,0.5830542217294584
133FADDC35,2024-10-01,0.019465538150873846,0.0,0.11562834568142373
133FADDC35,2024-11-01,0.040967725285702236,0.0,0.1374277297659007
133FADDC35,2024-12-01,0.08239647374701722,0.0,0.18668043096413156
1389DE67CE,2024-10-01,0.4653162654266506,0.40051319541740404,0.5278157903195702
1389DE67CE,2024-11-01,0.4201669045103147,0.3559189750475713,0.4830702548974453
1389DE67CE,2024-12-01,0.41626125509760864,0.3517216682216787,0.4794936977064988
13C3C13D99,2024-10-01,0.5916702301011502,0.5269825660590454,0.6577042019188646
13C3C13D99,2024-11-01,0.633682640703247,0.568220648931325,0.7006899246819335
13C3C13D99,2024-12-01,0.7086325410553654,0.6399533509837461,0.7717191094962023
13F02B91F6,2024-10-01,0.5831913256782983,0.5831913256712257,0.5831913256856462
13F02B91F6,2024-11-01,0.5835006637941215,0.5831943397367474,0.5837764084838529
13F02B91F6,2024-12-01,0.5832051596005388,0.582262938343763,0.5841444096191829
158A1920D0,2024-10-01,0.5828845457333713,0.4823373567007225,0.6847162647519597
158A1920D0,2024-11-01,0.5958172213599194,0.484564694105617,0.710893589718014
158A1920D0,2024-12-01,0.5611617127565207,0.45682830524263707,0.6711445487701747
15B7F02740,2024-10-01,0.6416622147341159,0.5778189590382168,0.7151355902101783
15B7F02740,2024-11-01,0.6875166058911507,0.6191704912372353,0.7549005396544377
15B7F02740,2024-12-01,0.6828306502218414,0.6062229071695062,0.7545731338096197
15CFCB9040,2024-10-01,0.08207290532436148,0.03714772055066538,0.1274840335933765
15CFCB9040,2024-11-01,0.08843021515220256,0.04455018160506726,0.13061930380617848
15CFCB9040,2024-12-01,0.11011837593252115,0.06256606473910807,0.1536910907498619
167F268F8E,2024-10-01,0.583209111166419,0.5453119173396722,0.6204900811473979
167F268F8E,2024-11-01,0.5948577024977056,0.5557233283910256,0.6300466739943632
167F268F8E,2024-12-01,0.6392454248191697,0.6030515221749416,0.6765737122672869
16F5C2A5B3,2024-10-01,0.4367747490805994,0.36908933261741117,0.5032504308084429
16F5C2A5B3,2024-11-01,0.3619199100544209,0.294353944781748,0.4220821557509994
16F5C2A5B3,2024-12-01,0.36257683096328774,0.29837150453972944,0.4284143184609709
16FA1843AE,2024-10-01,0.35985428689408827,0.11117921136596491,0.6094880986939445
16FA1843AE,2024-11-01,0.36462036318368674,0.11454702773862337,0.6212162428848208
16FA1843AE,2024-12-01,0.3692606335734653,0.12030884858408823,0.6041316463429646
17FCA23DD7,2024-08-01,0.5829994195437326,0.5829583571521795,0.5830392458086023
17FCA23DD7,2024-09-01,0.5829994166163229,0.5829540650261199,0.583041775537013
17FCA23DD7,2024-10-01,0.5829994137833457,0.5829392820660998,0.583058531952801
180F6A644D,2024-10-01,0.45113613873453984,0.40110014691036733,0.5047063947778828
180F6A644D,2024-11-01,0.4831078808613114,0.4308667451114482,0.536230715897956
180F6A644D,2024-12-01,0.4845443844851372,0.4321316948729984,0.5359957569130026
18139EA68D,2024-10-01,0.05627525113127639,0.0,0.19622071162482677
18139EA68D,2024-11-01,0.04954834591192673,0.0,0.19626464700477358
18139EA68D,2024-12-01,0.043771303574254475,0.0,0.18987317364314052
18FC952F28,2024-10-01,0.805685112263526,0.777597333651308,0.8341658958884316
18FC952F28,2024-11-01,0.8188096789342498,0.7909456034163436,0.8447277784819563
18FC952F28,2024-12-01,0.9628595242429607,0.9334149169153524,0.989796228240225
197C457DEF,2024-10-01,0.5831913256782983,0.5831913256708177,0.5831913256861404
197C457DEF,2024-11-01,0.5835006637941215,0.5832130147758582,0.5838079375943231
197C457DEF,2024-12-01,0.5832051596005388,0.5823138178314922,0.5841009721896949
19FD619523,2024-10-01,0.5831913256782983,0.583191325671104,0.5831913256860382
19FD619523,2024-11-01,0.5835006637941215,0.5832397753373685,0.5837665913910763
19FD619523,2024-12-01,0.5832051596005388,0.5823423740738294,0.5840576747618754
1AE0F9961C,2024-10-01,0.375438850094177,0.3231798841334439,0.4270344372647812
1AE0F9961C,2024-11-01,0.40606308529611046,0.3545142188964547,0.4595552731596531
1AE0F9961C,2024-12-01,0.4395679103459021,0.3867998202761262,0.49120695703613704
1C69DD5AFC,2024-10-01,0.44591903864067856,0.39395196259467496,0.5005826779012887
1C69DD5AFC,2024-11-01,0.536013881479414,0.48045836867030767,0.5903897929620132
1C69DD5AFC,2024-12-01,0.549357852563295,0.4968543671516295,0.6043734426997223
1CC86C2EB2,2024-10-01,0.3988092609710101,0.34484226813407265,0.4580045710497729
1CC86C2EB2,2024-11-01,0.3237116558143241,0.27150808650656905,0.3822152241581846
1CC86C2EB2,2024-12-01,0.3654761411173628,0.3081736302856349,0.4248978164972844
1CCF1F16FD,2024-10-01,0.4350431640405146,0.34685213191568376,0.5185984973036353
1CCF1F16FD,2024-11-01,0.43254209391743026,0.34625107844300806,0.5151474443276102
1CCF1F16FD,2024-12-01,0.4301258189359945,0.34094397692581574,0.5200220283894631
1D9B20B1B9,2024-10-01,0.3098209427229867,0.21117621730878391,0.40715683560372057
1D9B20B1B9,2024-11-01,0.22557343940184232,0.13136212825328,0.3237578860164927
1D9B20B1B9,2024-12-01,0.141303379707688,0.04357743717134864,0.2322937635655011
1DDB44FF35,2024-10-01,0.6361348078855271,0.5566017902817357,0.7208359809026141
1DDB44FF35,2024-11-01,0.6470983901451686,0.565000732345722,0.7279285282032567
1DDB44FF35,2024-12-01,0.5639624640689027,0.48869629337898496,0.6466704372082664
1F4203EA83,2024-10-01,0.7502486911279873,0.7502486872853462,0.7502486952776991
1F4203EA83,2024-11-01,0.7504860812202049,0.749999321204417,0.7510211209025922
1F4203EA83,2024-12-01,0.7495165080227462,0.7479501671000698,0.7511204873770954
1FAF18BB8F,2024-10-01,0.7981119253100231,0.7477596144989319,0.8488534102923451
1FAF18BB8F,2024-11-01,0.8027385003618638,0.7541934906888763,0.850506064536881
1FAF18BB8F,2024-12-01,0.8071595258037533,0.7562772509999162,0.8574095338995094
20CD5C4AB7,2024-10-01,0.6296982822409131,0.5732545979501722,0.6872334993745494
20CD5C4AB7,2024-11-01,0.6791254077239564,0.6234211837005383,0.7347204255844991
20CD5C4AB7,2024-12-01,0.6718854316642966,0.6122658774778164,0.727708762808295
21348D6015,2024-10-01,0.4170041497651231,0.4170041490121855,0.4170041504897661
21348D6015,2024-11-01,0.416623709616255,0.416285817978875,0.41698765221241274
21348D6015,2024-12-01,0.4152379163194709,0.41420224561189734,0.4163381787631408
21373CB273,2024-10-01,0.4889929787012651,0.38799399625253816,0.5841977081838359
21373CB273,2024-11-01,0.4364562342669645,0.3433656874926469,0.5343887615356193
21373CB273,2024-12-01,0.4608349060162086,0.3661930441216897,0.5547895602601636
2143174547,2024-10-01,0.72210096676191,0.6653656250995039,0.7777700362354604
2143174547,2024-11-01,0.7851378774120799,0.7288646252007434,0.8387242473880171
2143174547,2024-12-01,0.7964888061581629,0.7367628827960906,0.8532315404761714
21B52E1F0F,2024-10-01,0.4200485856184424,0.3817767943475452,0.45814727867418226
21B52E1F0F,2024-11-01,0.43224473700168353,0.396354984895691,0.470889889023121
21B52E1F0F,2024-12-01,0.47670824990516986,0.43765888287545124,0.5124864530642634
225DC4C12C,2024-10-01,0.7502486911279873,0.7502486871022733,0.7502486950969816
225DC4C12C,2024-11-01,0.7504860812202049,0.7500122046668106,0.7509509939156113
225DC4C12C,2024-12-01,0.7495165080227462,0.7481129528003836,0.7510104400063593
2445E4D19D,2024-10-01,0.043415576744770715,0.006664345172203484,0.07700330338127492
2445E4D19D,2024-11-01,0.09579657763161316,0.062403749823233115,0.13158980936340156
2445E4D19D,2024-12-01,0.19758062025038692,0.16431369907342894,0.23446954675917162
2485494277,2024-10-01,0.5614372417815839,0.48380770008720286,0.6316485933148416
2485494277,2024-11-01,0.5721436289561326,0.4969608549139673,0.6504704280883777
2485494277,2024-12-01,0.6278824155116363,0.5595732741061917,0.7057730653545752
24F5384BB4,2024-10-01,0.6206076477919675,0.49813833241859323,0.7255063327690807
24F5384BB4,2024-11-01,0.5447788952430075,0.43392345815969435,0.6588763874305018
24F5384BB4,2024-12-01,0.43685577433406875,0.3106290631844688,0.5476620910315927
255821302B,2024-10-01,0.20163764113556187,0.1316500868764079,0.2757752092330253
255821302B,2024-11-01,0.19405243247865925,0.1223789038614815,0.26200672767431266
255821302B,2024-12-01,0.29718633315011156,0.22592155321416207,0.3731405044057511
268A868E38,2024-10-01,0.46269570508444996,0.3585460524946725,0.5605263748107295
268A868E38,2024-11-01,0.4086354959366778,0.3058516863000139,0.508694350570128
268A868E38,2024-12-01,0.3234254355394088,0.22346682880470845,0.4235700580429148
26ACE594E8,2024-10-01,0.5831913256782983,0.5831913256711078,0.5831913256851594
26ACE594E8,2024-11-01,0.5835006637941215,0.5832467218951533,0.5837831627984355
26ACE594E8,2024-12-01,0.5832051596005388,0.5823568641977164,0.5840605367364502
2716FFD10A,2024-10-01,0.7885009895098718,0.690558077521829,0.8817047465465591
2716FFD10A,2024-11-01,0.8012421421460973,0.704230238485237,0.8932079867310528
2716FFD10A,2024-12-01,0.7086665231358604,0.615117290406805,0.7985104159536247
274F7C9F52,2024-10-01,0.4249953305070064,0.3536060037751363,0.4944237709035165
274F7C9F52,2024-11-01,0.44736626930832035,0.3816289408484891,0.5169124884732045
274F7C9F52,2024-12-01,0.439388017135249,0.3665590319523658,0.49795926115729194
28DC0855AC,2024-10-01,0.8601683189470762,0.8083424663525629,0.9150947564417568
28DC0855AC,2024-11-01,0.8345225153910575,0.7810038326083513,0.8893953484787065
28DC0855AC,2024-12-01,0.8340784446383731,0.7783284075741432,0.893418239881258
2AF934A41E,2024-10-01,0.14958563982934908,0.09647652725647946,0.20287010768319705
2AF934A41E,2024-11-01,0.1545535639088318,0.09937909949041418,0.20930348726664294
2AF934A41E,2024-12-01,0.15414805751243024,0.09855055835792592,0.20556177671554313
2BF66155BC,2024-10-01,0.25355147845036063,0.20939677241287874,0.30080716988105316
2BF66155BC,2024-11-01,0.26559169249440107,0.2204949490387898,0.3076714786192149
2BF66155BC,2024-12-01,0.28058203003192606,0.23844489642524633,0.3260273457391643
2C72D19DB4,2024-10-01,0.447939133206055,0.3768002351218307,0.513261970610611
2C72D19DB4,2024-11-01,0.496349172540894,0.4259378118983423,0.5639055540176705
2C72D19DB4,2024-12-01,0.5129824863148718,0.4367790595626593,0.5841754009831227
2C8DAA2BF9,2024-07-01,0.582999623753795,0.5829574150815658,0.5830424039539774
2C8DAA2BF9,2024-08-01,0.5829996004705427,0.5829476278237559,0.5830448846132202
2C8DAA2BF9,2024-09-01,0.5829995771872901,0.5829191161054137,0.5830825714147758
2CF63CC8AA,2024-10-01,0.3001936615399472,0.24059835130054683,0.35619637555203415
2CF63CC8AA,2024-11-01,0.2766779987753,0.22174841308158014,0.336223495499956
2CF63CC8AA,2024-12-01,0.38352536919237723,0.32862421992646457,0.4419206883787788
2E4CDEA048,2024-10-01,0.7375348596317801,0.602203198930996,0.8671338911869324
2E4CDEA048,2024-11-01,0.7431860399357393,0.6152228657758742,0.8798240217201259
2E4CDEA048,2024-12-01,0.7485973642419178,0.6145772447545954,0.881500866689746
2E5E8F46A2,2024-10-01,0.7502486911279873,0.750248687196188,0.7502486953540155
2E5E8F46A2,2024-11-01,0.7504860812202049,0.7499873534392567,0.7509522437977476
2E5E8F46A2,2024-12-01,0.7495165080227462,0.747973440284662,0.750931218611584
2E8B2318F2,2024-10-01,0.4681001265811654,0.3973206660096498,0.5373986572972591
2E8B2318F2,2024-11-01,0.4239894140714205,0.3525957417873152,0.4978020086423995
2E8B2318F2,2024-12-01,0.47544697574500916,0.41004712564123325,0.5422210202936493
2EAE67C0B4,2024-10-01,0.3565828658957204,0.2527309395078098,0.46168833475242915
2EAE67C0B4,2024-11-01,0.342254663328308,0.23737668248479285,0.4514750941613333
2EAE67C0B4,2024-12-01,0.3286771877753717,0.22492168832299134,0.4322236368535778
2F190FBDCA,2024-10-01,0.35006112189509186,0.2039574792368839,0.49744278451505136
2F190FBDCA,2024-11-01,0.33825480287746396,0.1901539678528322,0.4643565798551914
2F190FBDCA,2024-12-01,0.3270314262050784,0.17574909819491896,0.4607419473881311
2F2BBD5117,2024-10-01,0.5073601305911846,0.43585832987578477,0.5797922061034744
2F2BBD5117,2024-11-01,0.5012500250597474,0.4289756180507743,0.5731138774847585
2F2BBD5117,2024-12-01,0.4990715743351162,0.4227152773011388,0.5730930470810502
2FB475D73E,2024-10-01,0.4170041497651231,0.4170041490883593,0.41700415045252065
2FB475D73E,2024-11-01,0.416623709616255,0.41629378263988814,0.41698502508938606
2FB475D73E,2024-12-01,0.4152379163194709,0.4141645075172047,0.41633114213619177
2FF80BC960,2024-10-01,0.5546413824617855,0.4855990206892094,0.6173487352104131
2FF80BC960,2024-11-01,0.5552713376594562,0.4876310123041605,0.6183934114508425
2FF80BC960,2024-12-01,0.5244630288496601,0.4547515886220801,0.5929012794182258
304DF7C3D2,2024-10-01,0.13822303658569354,0.0,0.34345810490284456
304DF7C3D2,2024-11-01,0.1218240419274959,0.0,0.3265020410585882
304DF7C3D2,2024-12-01,0.10759012167182777,0.0,0.30684725745096847
30623F3257,2024-10-01,0.7694198335935225,0.7264235804942928,0.812398981983314
30623F3257,2024-11-01,0.7547221067835328,0.7129394856805238,0.800662120394098
30623F3257,2024-12-01,0.762047742874023,0.7197181850507685,0.8040377240807232
3115CB8448,2024-10-01,0.4110866157116646,0.3222910833129932,0.49280768466346836
3115CB8448,2024-11-01,0.4099776868629776,0.32564906291960116,0.4860564279998028
3115CB8448,2024-12-01,0.4416845016788051,0.36101964252526747,0.522928013277952
312F1E6B7B,2024-10-01,0.7502486911279873,0.7502486871470796,0.7502486951283924
312F1E6B7B,2024-11-01,0.7504860812202049,0.7500205878008519,0.7509447581412021
312F1E6B7B,2024-12-01,0.7495165080227462,0.7479788920719542,0.7509540779032835
32514851CD,2024-10-01,0.8394251859085724,0.7729345862481344,0.9054324901065698
32514851CD,2024-11-01,0.8426488014382083,0.775539505256056,0.906304618190438
32514851CD,2024-12-01,0.8043980523529767,0.7445578965713349,0.8717767673046698
335B38273C,2024-10-01,0.15466436238165615,0.08807952447459942,0.2272074243528535
335B38273C,2024-11-01,0.06801188781585812,0.0,0.13977383974290686
335B38273C,2024-12-01,0.0,0.0,0.0025384487058047376
33706FFD69,2024-10-01,0.6087840814926677,0.572022622716577,0.6479067711742023
33706FFD69,2024-11-01,0.5985919840648513,0.5626647096153057,0.6342180772152692
33706FFD69,2024-12-01,0.5953648816442387,0.558461422687082,0.6343857813622603
33C513E513,2024-10-01,0.233803188507688,0.151317135025698,0.3202599203969918
33C513E513,2024-11-01,0.225746528627981,0.14652901224959514,0.3111162798714826
33C513E513,2024-12-01,0.218143528788089,0.1314425302519596,0.3034850942855073
3456938AFA,2024-10-01,0.5988412508720671,0.5600262691443709,0.6343212500235096
3456938AFA,2024-11-01,0.5922944097615409,0.5537439264176356,0.6307898537718089
3456938AFA,2024-12-01,0.6060357427568323,0.5696472815537982,0.6427333086615032
34ADC7D5B3,2024-10-01,0.7597851466211444,0.6980868671019521,0.8208804977670863
34ADC7D5B3,2024-11-01,0.7640100849616229,0.7021124015374011,0.8282517177905601
34ADC7D5B3,2024-12-01,0.7680618965893529,0.7068339033625732,0.8282687591196217
3593B2D487,2024-10-01,0.593879925867353,0.5281142511673741,0.6635457506929942
3593B2D487,2024-11-01,0.6269034145642097,0.557070911699506,0.695838939952651
3593B2D487,2024-12-01,0.7797254708764549,0.7143953002645546,0.8478928508257448
36E3A686C1,2024-10-01,0.9172533706494344,0.9172533668437157,0.9172533741035162
36E3A686C1,2024-11-01,0.9174975520356714,0.917066748399944,0.917956109185164
36E3A686C1,2024-12-01,0.916515646557437,0.9151756806631458,0.9180013649416568
36FA50BD7D,2024-10-01,0.6401400441637242,0.5497302284227544,0.7307761522896931
36FA50BD7D,2024-11-01,0.6444272577887747,0.5532293811733587,0.7285338124616607
36FA50BD7D,2024-12-01,0.648560248738126,0.5608187043924934,0.7327305952051364
378C662D8E,2024-10-01,0.57680471679261,0.48414184286626283,0.6751095443862457
378C662D8E,2024-11-01,0.5748152791554056,0.4792017280130177,0.6667060255445747
378C662D8E,2024-12-01,0.572888640798306,0.4756397692583784,0.6643394297732889
37AA28CAF8,2024-10-01,0.4170041497651231,0.4170041489856798,0.4170041504832356
37AA28CAF8,2024-11-01,0.416623709616255,0.41631592747955337,0.41696932957666416
37AA28CAF8,2024-12-01,0.4152379163194709,0.414228509203478,0.4162959093410159
37C22962DB,2024-10-01,0.4414582436238675,0.3881805069337246,0.4948523061732321
37C22962DB,2024-11-01,0.44305422055775934,0.38795687649563837,0.4944188477761407
37C22962DB,2024-12-01,0.44460019418820645,0.39194762758084056,0.49878840626888876
383481B7AC,2024-10-01,0.4334285563931494,0.35224485881621065,0.5144058226809375
383481B7AC,2024-11-01,0.42092928572229305,0.33863483384235676,0.49848516435731405
383481B7AC,2024-12-01,0.38481768461633603,0.30925753657739263,0.46822922177051024
387BDBCD80,2024-10-01,0.6049745810418112,0.4980322447458534,0.7058826226694718
387BDBCD80,2024-11-01,0.5982060623055003,0.4947107757763675,0.7057873236560145
387BDBCD80,2024-12-01,0.6461476046675978,0.5382739797043553,0.7543693799026824
391836F1E0,2024-10-01,0.4573868894283885,0.3750282781397624,0.5294334975395718
391836F1E0,2024-11-01,0.42835227814936777,0.3575424290225762,0.5063444274045183
391836F1E0,2024-12-01,0.4008232266711706,0.3304261921750465,0.4768856526296093
