가맹점코드,분석기준일자,가맹점명,가맹점기준면적(주소),가맹점시군구명,업종분류,상권,폐업일,운영개월구간(1~6),객단가비율,배달매출비율,최근12개월_업종매출증감률,최근12개월_상권_매출증감률,최근12개월_업종_월평균가맹점비율,최근12개월_상권_월평균가맹점비율,최근12개월_남성_10-20대비율,최근12개월_남성_30대비율,최근12개월_남성_40대비율,최근12개월_남성_50대비율,최근12개월_남성_60대비율,최근12개월_여성_10-20대비율,최근12개월_여성_30대비율,최근12개월_여성_40대비율,최근12개월_여성_50대비율,최근12개월_여성_60대비율,재방문고객비율,신규고객비율,최근1개월_거주고객비율,최근1개월_직장고객비율,최근1개월_유동고객비율,운영개월수,운영개월수_(분위),운영개월수_(0~1),배달여부,배달매출비율_LOG,최근1개월_매출액_등급(1~6),최근1개월_총이용건수_등급(1~6),최근1개월_이용고객수_등급(1~6),최근1개월_객단가_등급(1~6),충성도점수,30대성별비율차이,업종매출대비비율_정규화,업종건수대비비율_정규화,충성도점수(재방문_비율에서_신규_비율을뺀_것),분석_상권유형,분석_상권특징,상권평균재방문률,재방문갭,성과평가,최우선전략,성공여부,상권유형,cluster
00F733C995,2023-01-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,2.1,4.7,14.8,8.0,19.782617382617374,23.39160839160839,12.497802197802198,8.153646353646353,3.074325674325674,9.787812187812186,11.573426573426572,6.183516483516483,4.034165834165834,1.521078921078921,34.71,5.29,13.886113886113888,42.55744255744256,43.55644355644356,22,2,0.0697674418604651,0,0.0,1,2,2,3,29.42,11.83,95.48552549499804,89.85225146131276,29.42,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-02-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,2,0.0,2.1,4.6,15.5,7.9,18.732000000000003,23.749500000000005,13.1124,8.228700000000002,3.0774000000000004,9.268000000000002,11.750500000000002,6.4876000000000005,4.071300000000001,1.5226000000000002,36.11,6.48,7.1,40.7,52.2,23,2,0.0730897009966777,0,0.0,1,2,2,3,29.63,11.999,96.97456276136128,90.17281611718226,29.63,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-03-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,1.9,4.1,15.9,8.6,17.974399999999996,23.550399999999996,12.791999999999998,7.937599999999999,3.3456,9.425599999999998,12.3496,6.707999999999998,4.1624,1.7543999999999995,36.05,6.03,12.9,41.4,45.7,24,2,0.0764119601328903,0,0.0,1,2,2,2,30.02,11.2008,98.50345401196776,89.09156019684403,30.019999999999996,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-04-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,4,0.0,1.8,4.1,16.4,9.0,17.41501501501502,23.94564564564565,12.731431431431432,8.443643643643647,3.3642642642642646,9.011411411411412,12.390690690690692,6.587887887887889,4.3691691691691705,1.7408408408408416,34.42,5.46,9.8,44.1,46.1,25,2,0.0797342192691029,0,0.0,1,2,2,3,28.96,11.5434,96.5425224684056,86.5409052052769,28.96,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-05-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,4,0.0,1.9,4.3,17.1,8.8,17.00740740740741,23.902302302302303,12.607807807807808,8.536536536536538,3.545945945945946,8.91851851851852,12.534134134134137,6.611411411411412,4.476476476476477,1.8594594594594596,35.17,4.81,8.9,42.6,48.5,26,2,0.0830564784053156,0,0.0,2,2,2,3,30.36,11.3568,90.96354226832706,83.62867638564795,30.360000000000003,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-06-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,1.8,4.1,16.9,8.7,16.874,23.039500000000004,12.590600000000002,8.696600000000002,3.699300000000001,9.126,12.4605,6.809400000000002,4.7034,2.0007000000000006,35.37,5.17,10.6,50.0,39.4,27,2,0.0863787375415282,0,0.0,1,2,2,3,30.2,10.579,97.75778019083704,87.66490307973108,30.199999999999996,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-07-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,1.8,4.1,17.0,8.7,16.092892892892895,21.93913913913914,12.635435435435436,8.172172172172171,3.9603603603603608,9.532732732732732,12.995795795795797,7.484684684684685,4.840840840840841,2.3459459459459464,35.83,5.5,11.48851148851149,44.75524475524475,43.756243756243755,28,2,0.0897009966777408,0,0.0,1,2,2,3,30.33,8.9344,96.34845089296029,86.67028625557379,30.33,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-08-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,2,0.0,1.9,4.1,17.0,8.9,15.482517482517483,22.11788211788212,12.410589410589411,7.434065934065933,4.054945054945056,9.692307692307692,13.846153846153848,7.76923076923077,4.653846153846154,2.5384615384615383,37.83,5.42,4.6,54.1,41.3,29,2,0.0930232558139534,0,0.0,2,2,2,4,32.41,8.28,88.67627012915001,89.26945914100224,32.41,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-09-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,1.9,4.0,17.0,8.7,15.687499999999998,22.8125,12.625,7.4375,3.9375,9.4125,13.6875,7.575,4.4625,2.3625,36.46,6.72,8.5,57.5,34.0,30,3,0.0963455149501661,0,0.0,1,2,2,3,29.74,9.125,95.36018760252291,89.29025252408567,29.74,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-10-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,2.0,4.4,17.0,8.5,15.365765765765769,22.61141141141141,12.804804804804808,7.6204204204204204,3.997597597597598,9.25885885885886,13.624824824824827,7.715715715715716,4.591791791791793,2.408808808808809,36.56,4.13,8.0,47.7,44.3,31,3,0.0996677740863787,0,0.0,2,2,2,3,32.43,8.9776,90.09426333664489,84.36337592126239,32.43,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-11-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,2.2,4.4,17.5,8.6,15.391391391391393,22.218218218218222,12.66066066066066,7.695695695695696,4.034034034034035,9.433433433433434,13.617617617617617,7.75975975975976,4.716716716716717,2.472472472472473,37.15,5.9,8.80880880880881,52.95295295295295,38.23823823823824,32,3,0.1029900332225913,0,0.0,1,2,2,3,31.25,8.592,96.83709539542085,90.7498324977474,31.25,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2023-12-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,2.3,4.5,17.3,8.4,15.310189810189808,21.194105894105892,11.767832167832166,7.625074925074925,4.2027972027972025,10.164335664335663,14.07062937062937,7.812587412587413,5.062237762237762,2.79020979020979,37.54,8.65,9.90990990990991,51.25125125125125,38.83883883883883,33,3,0.1063122923588039,0,0.0,1,2,2,3,28.89,7.1306,96.77471524617054,92.03266871519996,28.89,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-01-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,2.3,4.7,17.5,8.7,14.731799999999998,20.099199999999996,10.9632,7.251699999999999,4.054099999999999,11.068199999999996,15.100799999999998,8.236799999999999,5.448299999999999,3.0458999999999996,37.61,5.05,16.816816816816814,47.547547547547545,35.63563563563564,34,3,0.1096345514950166,0,0.0,1,2,2,3,32.56,4.9984,92.52131321766052,90.83069565418292,32.56,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-02-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,2.4,4.8,17.5,8.2,15.062962962962962,20.064564564564563,11.28268268268268,7.618718718718719,4.071071071071071,10.862962962962962,14.46996996996997,8.136736736736736,5.494394394394394,2.9359359359359356,38.51,4.86,10.48951048951049,56.943056943056945,32.56743256743257,35,3,0.1129568106312292,0,0.0,1,2,2,3,33.65,5.589,93.45990342628744,86.94984173925097,33.65,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-03-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,2.7,5.0,17.3,7.8,15.4704,19.8654,11.3684,7.735200000000001,4.1606,10.9296,14.0346,8.0316,5.4648,2.9394,37.43,6.08,12.9,44.1,43.0,36,3,0.1162790697674418,0,0.0,1,2,2,3,31.35,5.8308,93.39463530716448,87.75674052168287,31.35,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-04-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,4,0.0,2.9,5.4,17.5,8.0,15.0556,19.244,11.1502,7.131599999999999,4.0186,11.5444,14.756,8.5498,5.4684,3.0814,38.88,4.65,12.4,48.3,39.3,37,3,0.1196013289036544,0,0.0,2,2,2,3,34.23,4.488,90.04978860060532,85.61097890626806,34.230000000000004,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-05-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,2.8,5.4,17.5,7.8,15.059699999999998,19.7334,11.5977,7.3279,3.9813,11.0403,14.4666,8.5023,5.3721,2.9187,38.03,7.17,11.7,49.5,38.8,38,3,0.1229235880398671,0,0.0,1,2,2,3,30.86,5.2668,91.31934015664348,86.79793452394705,30.86,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-06-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,3.1,5.7,17.3,7.8,14.6944,19.9752,11.48,7.289799999999999,3.9606,10.9056,14.8248,8.52,5.4102,2.9394,36.85,6.3,7.4,45.7,46.9,39,3,0.1262458471760797,0,0.0,1,2,2,3,30.55,5.1504,93.66263891135088,86.09500265693228,30.55,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-07-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,3.0,5.6,17.3,8.2,14.8032,19.9296,11.52,7.6032,3.744,10.8968,14.6704,8.48,5.5968,2.756,37.85,6.47,12.987012987012989,49.05094905094906,37.96203796203797,40,3,0.1295681063122923,0,0.0,1,2,2,3,31.38,5.2592,95.97359240348403,92.45026915879212,31.380000000000003,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-08-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,3.0,5.5,17.1,8.0,15.085800000000004,19.8832,11.6178,7.5718,3.6414,11.0142,14.5168,8.4822,5.5282,2.6586,36.73,7.8,12.3,53.5,34.2,41,3,0.132890365448505,0,0.0,1,2,2,3,28.93,5.3664,91.90271007092852,92.9608622322852,28.929999999999996,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-09-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,2,0.0,3.1,5.7,17.1,8.3,15.049849849849853,18.75615615615616,11.512012012012017,7.244144144144145,3.537837837837838,11.77697697697698,14.67727727727728,9.008508508508507,5.66876876876877,2.7684684684684684,35.61,5.49,8.791208791208792,57.44255744255744,33.76623376623377,42,3,0.1362126245847176,0,0.0,2,2,2,3,30.12,4.0748,90.89942933715317,87.52165977404523,30.119999999999997,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-10-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,2,0.0,3.0,5.6,17.1,8.1,14.482,18.826600000000003,11.697,7.185300000000002,3.509100000000001,11.518000000000002,14.9734,9.303,5.714700000000001,2.7909000000000006,35.39,6.42,10.1,50.6,39.3,43,3,0.1395348837209302,0,0.0,1,2,2,3,28.97,3.8532,92.8592056927662,91.03516392116995,28.97,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-11-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,1,0.0,3.2,6.0,16.9,8.2,14.2545,19.2296,11.4595,7.602400000000001,3.354,11.2455,15.1704,9.0405,5.9976,2.646,35.29,5.86,11.0,50.0,39.0,44,3,0.1428571428571428,0,0.0,1,2,2,3,29.43,4.0592,91.6618533835455,90.83069565418292,29.43,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
00F733C995,2024-12-01,성수*************,서울특별시 성동구 아차산로 126,서울 성동구,한식-육류/고기,성수,,4,2,0.0,4.1,6.3,16.2,7.8,13.77142857142857,19.657142857142855,12.228571428571428,8.057142857142857,3.485714285714285,10.304495504495502,14.708491508491509,9.150049950049947,6.028771228771228,2.608191808191808,36.55,6.63,7.4,39.4,53.2,45,3,0.1461794019933555,0,0.0,1,2,2,3,29.92,4.9536,93.41138553242612,92.64087517039025,29.92,직장중심형,오피스 상권,33.0,1.7100000000000009,양호,거주고객 10%p 증가,1,직장형,1
014A6A2154,2023-11-01,소양*,서울특별시 성동구 마장로 222,서울 성동구,백반/가정식,왕십리,,6,1,0.0,86.5,78.7,17.5,10.4,6.311652712786044,9.36414427396828,6.172653696219325,6.172653696219325,12.34530739243865,3.1015679683472417,5.017033857005523,12.8787466007539,12.8787466007539,25.757493201507803,50.0,50.0,22.23950233281493,25.894245723172627,51.86625194401244,1,1,0.0,0,0.0,5,5,5,3,0.0,0.0,9.630224337499712,11.14987408451355,0.0,유동밀집형,역세권/번화가,12.0,16.15,우수,거주고객 10%p 증가,1,직장형,0
014A6A2154,2024-02-01,소양*,서울특별시 성동구 마장로 222,서울 성동구,백반/가정식,왕십리,,6,1,0.0,81.6,74.9,17.5,9.5,3.1921785983259463,10.345911962923784,9.621496056926093,9.621496056926093,22.480130974126386,2.7856839453556015,5.5430361900640355,8.396286821212657,8.396286821212657,19.61749257292677,33.33,25.0,33.33333333333333,33.33333333333333,33.33333333333333,4,1,0.0099667774086378,0,0.0,5,5,5,2,8.33,0.0,9.927685234387637,8.84123096827854,8.329999999999998,유동밀집형,역세권/번화가,12.0,16.15,우수,거주고객 10%p 증가,1,직장형,2
016C67D6C6,2024-07-01,목*,서울특별시 성동구 상원10길 3,서울 성동구,양식,뚝섬,,6,1,0.0,63.1,53.4,19.8,8.7,10.78,18.48,5.39,3.08,0.77,17.22,29.520000000000003,8.61,4.92,1.23,11.76,45.1,12.0,32.0,56.0,1,1,0.0,0,0.0,3,4,4,2,-33.34,-11.04,31.671787999907583,24.548899105884527,-33.34,주거밀집형,주거지 중심,28.0,-18.28,심각,거주고객 10%p 증가,0,직장형,0
016C67D6C6,2024-08-01,목*,서울특별시 성동구 상원10길 3,서울 성동구,양식,뚝섬,,6,1,0.0,55.9,48.2,19.7,9.1,9.639960039960036,15.599800199800198,3.68011988011988,3.2241758241758234,0.4559440559440558,19.930469530469527,32.252347652347645,7.608591408591408,6.665934065934065,0.9426573426573428,12.0,32.0,14.3,33.3,52.4,2,1,0.0033222591362126,0,0.0,3,4,4,2,-20.0,-16.6692,30.745904858720515,26.14074809971582,-20.0,주거밀집형,주거지 중심,28.0,-18.28,심각,거주고객 10%p 증가,0,직장형,0
016C67D6C6,2024-09-01,목*,서울특별시 성동구 상원10길 3,서울 성동구,양식,뚝섬,,6,1,0.0,51.5,44.9,19.7,9.3,12.0744,15.092999999999998,3.7908,3.0185999999999997,1.1232,22.3256,27.907,7.009199999999999,5.5813999999999995,2.0768,11.0,25.0,13.613613613613612,31.83183183183183,54.55455455455455,3,1,0.0066445182724252,0,0.0,4,4,4,2,-14.0,-12.814,28.65385948293787,24.927800753182545,-14.0,주거밀집형,주거지 중심,28.0,-18.28,심각,거주고객 10%p 증가,0,직장형,2
016C67D6C6,2024-11-01,목*,서울특별시 성동구 상원10길 3,서울 성동구,양식,뚝섬,,6,1,0.0,40.3,36.1,19.3,9.1,12.402597402597404,16.295104895104895,4.617582417582418,3.663536463536463,1.221178821178821,20.064935064935067,26.36223776223776,7.470329670329671,5.926873126873128,1.975624375624376,14.29,20.24,20.0,25.7,54.3,5,1,0.0132890365448504,0,0.0,3,4,4,2,-5.95,-10.0772,36.84183166601206,34.3911004320403,-5.949999999999999,주거밀집형,주거지 중심,28.0,-18.28,심각,거주고객 10%p 증가,0,직장형,2
0174C56C09,2023-07-01,햄찌*********,서울 성동구 아차산로11길 26.,서울 성동구,식료품,미분류,,5,4,0.0,21.8,27.8,17.1,8.6,8.864600000000001,26.593800000000012,15.495600000000003,15.495600000000003,3.350400000000002,3.8354000000000017,11.506200000000003,6.704400000000002,6.704400000000002,1.4496000000000004,7.69,6.87,14.3,47.6,38.1,17,2,0.0531561461794019,0,0.0,3,3,3,3,-92.31,15.0876,49.99249127833099,50.00346556384723,0.8200000000000003,유동중심형,유동인구 많음,23.0,-16.94,심각,거주고객 10%p 증가,0,직장형,2
0174C56C09,2023-08-01,햄찌*********,서울 성동구 아차산로11길 26.,서울 성동구,식료품,미분류,,5,4,0.0,21.8,27.8,17.1,8.6,12.1086,22.9152,13.475700000000002,13.931400000000002,2.6691000000000003,6.4914,12.284800000000002,7.224300000000001,7.468600000000001,1.4309000000000005,15.15,52.73,10.98901098901099,53.64635364635365,35.36463536463537,18,2,0.0564784053156146,0,0.0,3,3,3,3,-37.58,10.6304,49.99249127833099,50.00346556384723,-37.58,유동중심형,유동인구 많음,23.0,-16.94,심각,거주고객 10%p 증가,0,직장형,0
0174C56C09,2024-02-01,햄찌*********,서울 성동구 아차산로11길 26.,서울 성동구,식료품,미분류,,4,1,0.0,21.8,27.8,17.1,8.6,11.975599999999998,21.212099999999996,16.370899999999995,10.829,3.3123999999999993,6.824399999999999,12.087899999999998,9.3291,6.170999999999999,1.8875999999999995,32.01,8.9,5.5,53.4,41.1,24,2,0.0764119601328903,0,0.0,3,3,3,4,23.11,9.1242,49.99249127833099,50.00346556384723,23.11,유동중심형,유동인구 많음,23.0,-16.94,심각,거주고객 10%p 증가,1,직장형,1
0174C56C09,2024-03-01,햄찌*********,서울 성동구 아차산로11길 26.,서울 성동구,식료품,미분류,,4,1,0.0,21.8,27.8,17.1,8.6,11.3103,21.5343,16.3584,11.4381,3.2589,6.389700000000001,12.1657,9.2416,6.4619,1.8411,33.45,9.43,12.612612612612612,44.84484484484483,42.54254254254254,25,2,0.0797342192691029,0,0.0,3,3,3,3,24.02,9.3686,49.99249127833099,50.00346556384723,24.020000000000003,유동중심형,유동인구 많음,23.0,-16.94,심각,거주고객 10%p 증가,1,직장형,1
0174C56C09,2024-04-01,햄찌*********,서울 성동구 아차산로11길 26.,서울 성동구,식료품,미분류,,4,4,0.0,21.8,27.8,17.1,8.6,11.0295,21.2205,17.157,11.5455,3.5475,6.0705,11.6795,9.443,6.354500000000001,1.9525,34.57,6.27,12.88711288711289,52.84715284715284,34.26573426573427,26,2,0.0830564784053156,0,0.0,3,3,3,4,28.3,9.541,49.99249127833099,50.00346556384723,28.3,유동중심형,유동인구 많음,23.0,-16.94,심각,거주고객 10%p 증가,1,직장형,1
